global_id,id,rule,country/source,cultural_cluster,scope,safety_level,norm_type,affected_group
1230,11,One must not call a husband by his name; refer to him as 'Hejura'.,Nepal,South Asia,Specific,Low,Custom,Gender
1231,12,One must not enter the temple or kitchen during menstruation.,Nepal,South Asia,Specific,Significant,Religious,Gender
1232,13,"One must perform a series of rituals for marriage, including the exchange of gifts and blessings.",Nepal,South Asia,Specific,Low,Custom,General
1233,14,"One must perform a series of rituals for funerals, including cremation and mourning practices.",Nepal,South Asia,Specific,Moderate,Religious,General
1234,15,One must perform a series of rituals for the 'Upnayana' ceremony for boys.,Nepal,South Asia,Specific,Low,Religious,General
1235,16,One must perform a series of rituals for the 'Ihi' ceremony for girls.,Nepal,South Asia,Specific,Low,Religious,General
1236,17,One must perform a series of rituals for the 'Ghantakarna' festival to ward off evil.,Nepal,South Asia,Specific,Low,Religious,General
1237,18,One must perform a series of rituals for the 'Nagpencami' festival to honor snake gods.,Nepal,South Asia,Specific,Low,Religious,General
1238,19,One must perform a series of rituals for the 'Krishna Jayanti' festival to honor Krishna.,Nepal,South Asia,Specific,Low,Religious,General
1239,20,One must perform a series of rituals for the 'Indra Jatra' festival to honor Indra.,Nepal,South Asia,Specific,Low,Religious,General
1240,21,One must perform a series of rituals for the 'Dasei' festival to honor the goddess Durga.,Nepal,South Asia,Specific,Low,Religious,General
1241,22,"One must perform a series of rituals for the 'Tihar' festival, including honoring animals and siblings.",Nepal,South Asia,Specific,Low,Custom,General
1242,23,"One must perform a series of rituals for the 'Holi' festival, including throwing colored powder.",Nepal,South Asia,Specific,Low,Custom,General
1243,24,"One must perform a series of rituals for the 'Ghoda Jatra' festival, including horse racing.",Nepal,South Asia,Specific,Low,Custom,General
1244,25,One must perform a series of rituals for the 'Shri Panchami' festival to honor the goddess Saraswati.,Nepal,South Asia,Specific,Low,Religious,General
1245,26,"One must perform a series of rituals for the 'Machindranath Jatra' festival, including pulling a chariot.",Nepal,South Asia,Specific,Low,Custom,General
1246,27,One must perform a series of rituals for the 'Buddh Jayanti' festival to honor Buddha.,Nepal,South Asia,Specific,Low,Religious,General
1247,28,"One must perform a series of rituals for the 'Jamaipurne' festival, including changing the sacred thread.",Nepal,South Asia,Specific,Low,Religious,General
1248,29,One must perform a series of rituals for the 'Gai Jatra' festival to honor deceased relatives.,Nepal,South Asia,Specific,Low,Custom,General
1249,30,It is customary to greet with palms together and say 'Namaste'.,Nepal,South Asia,Specific,Low,Custom,General
1250,31,It is customary for younger individuals to bow to elders.,Nepal,South Asia,Specific,Low,Custom,Age_Group
1251,32,It is customary for daughters-in-law to greet parents-in-law every morning.,Nepal,South Asia,Specific,Low,Custom,General
1252,33,It is customary for younger individuals to kneel and touch elders' feet during festivals.,Nepal,South Asia,Specific,Moderate,Custom,Age_Group
1253,34,It is customary for elders to bless younger individuals during greetings.,Nepal,South Asia,Specific,Low,Custom,Age_Group
1254,35,It is customary to offer gifts to younger individuals during family celebrations.,Nepal,South Asia,Specific,Low,Custom,Age_Group
1255,36,It is customary to offer tea and snacks to guests.,Nepal,South Asia,Specific,Low,Custom,General
1256,37,It is customary for Sherpa and Tamang communities to offer a ceremonial scarf to guests.,Nepal,South Asia,Specific,Low,Custom,Ethnic_Group
1257,38,It is customary to use the right hand for eating and offering food.,Nepal,South Asia,Specific,Low,Custom,General
1258,39,It is customary to remove shoes before entering a home or temple.,Nepal,South Asia,Specific,Low,Custom,General
1259,40,It is customary to choose an auspicious date for significant events.,Nepal,South Asia,Specific,Low,Custom,General
1260,41,It is customary for women to wear a specific necklace and bangles after marriage.,Nepal,South Asia,Specific,Low,Custom,Gender
1261,42,It is customary for men to wear traditional attire during formal occasions.,Nepal,South Asia,Specific,Low,Custom,Gender
1262,43,It is customary for women to wear a sari after marriage.,Nepal,South Asia,Specific,Low,Custom,Gender
1263,44,It is customary for women to wear jewelry regardless of economic status.,Nepal,South Asia,Specific,Low,Custom,Gender
1264,45,It is customary for women to wear specific jewelry on their ankles and toes.,Nepal,South Asia,Specific,Low,Custom,Gender
1265,46,It is customary for women to wear white or plain saris after a husband's death.,Nepal,South Asia,Specific,Moderate,Custom,Gender
1266,47,It is customary for men to wear white mourning attire from head to toe.,Nepal,South Asia,Specific,Low,Custom,Gender
1267,48,It is customary for certain ethnic groups to have clothing similar to Tibetan attire.,Nepal,South Asia,Specific,Low,Custom,Ethnic_Group
1268,49,It is customary to have two main meals and three tea times a day.,Nepal,South Asia,Specific,Low,Custom,General
1269,50,It is customary to use stainless steel plates for meals.,Nepal,South Asia,Specific,Low,Custom,General
1270,51,"It is customary to drink tea at specific times, including a government-mandated time.",Nepal,South Asia,Specific,Low,Legal,General
1271,52,"If you accidentally do something (i.e. bump into someone or accidentally touch someone with your foot), it is good to apologise and pay back respect by touching the other person’s shoulder or your own foot. Following this, touch your own forehead, giving a slight bow.",Nepal,South Asia,Specific,Low,Custom,General
1272,53,Avoid spilling rice and walking on it. This is an insult to the Hindu goddess of food.,Nepal,South Asia,Specific,Low,Religious,General
1273,54,Some highlanders consider the hearth in a household sacred. Do not throw rubbish or scraps into it.,Nepal,South Asia,Specific,Low,Custom,General
1274,55,Swearing is almost never done in Nepal and should be avoided around your Nepali counterpart.,Nepal,South Asia,Specific,Low,Etiquette,General
1275,56,Do not complement a baby by saying it looks healthy or fat. There is a belief that this will bring sickness upon it.,Nepal,South Asia,Specific,Low,Custom,General
1276,57,Avoid criticising the royal family of Nepal unless you have a longstanding relationship with the person.,Nepal,South Asia,Specific,Low,Custom,General
1277,58,Lewd behavior and even simple PDA (public displays of affection) between genders are highly frowned upon.,Nepal,South Asia,Specific,Low,Social_Norm,General
1278,59,Avoid pointing your feet or the soles of your shoes at people when sitting.,Nepal,South Asia,Specific,Low,Custom,General
1279,61,Hindus are particularly sensitive about the pollution of food when it is touched by anyone outside their caste or religion.,Nepal,South Asia,Specific,Moderate,Custom,Religious_Group
1280,63,"In a Nepali home, it is best not to help yourself from a jug of water or common dish of food but wait for it to be served to you.",Nepal,South Asia,Specific,Low,Etiquette,General
1281,64,Don’t serve leftovers to guests or offer a person anything from which you have taken a bite or sip.,Nepal,South Asia,Specific,Low,Etiquette,General
1282,65,"The number 3 is considered unlucky - for example, when three people have to depart from the same location, they leave one after another but not all at same time.",Nepal,South Asia,Specific,Low,Custom,General
1283,66,Conversations are less quiet and restrained than those in western countries and people generally start a conversation by asking personal questions.,Nepal,South Asia,Specific,Moderate,Custom,General
1284,67,"Calling people by names like Dad, Mum, Sister, Brother, Uncle is very common. For example, you say `Amaa' (Mother) or Buba (Dad) to your friend's parents but never call them by their names.",Nepal,South Asia,Specific,Low,Custom,General
1285,68,Never tell a girl you don't know that she is beautiful or compliment on her features. Girls consider it impolite and rude - they think you are flirting with them. Most Nepalese girls don't flirt.,Nepal,South Asia,Specific,Low,Etiquette,Gender
1286,69,"Foreign women are usually given more slack in terms of dress, but travelers should avoid wearing anything to tight or revealing.",Nepal,South Asia,Specific,Moderate,Custom,Tourists
1287,70,It should be noted that spirit cashmere products are prohibited from being carried out of the country.,Nepal,South Asia,Specific,Low,Legal,General
1288,1,"The expectation is for the grandmother to perform the ""Omugwo,"" taking care of the new mother and baby, which includes the ""kwase-kwase"" ritual, not a professional nurse.",Nigeria,Sub-Saharan Africa,Specific,Moderate,Custom,General
1289,2,"Among the Tiv people, the postnatal care period is also observed with the grandmother playing a central role in taking care of the new mother and baby. However, there is a unique practice of ""kwase-kwase,"" a ritual that involves singing and dancing to celebrate the birth and promote good health and happiness for the baby and mother. This period also serves as a time for teaching the new mother about Tiv culture and childcare practices.",Nigeria,Sub-Saharan Africa,Specific,Low,Custom,General
